"dr_no","date_rptd","date_occ","time_occ","area_id","area_name","rpt_dist_no","crm_cd","crm_cd_desc","mocodes","vict_age","vict_sex","vict_descent","premis_cd","premis_desc","weapon_used_cd","weapon_desc","status","status_desc","crm_cd_1","crm_cd_2","crm_cd_3","crm_cd_4","location","cross_street","location_1","zipcode","neighborhood","tract","neighborhood_council","longitude","latitude","small_bundle_name"
"170310614","2017-04-09 00:00:00","2017-04-09 00:00:00","0325",NULL,"Southwest",329,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1414 0903 0342 0416 0417 1822 0429",24,"M","B",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO ","Adult Other",230,NULL,NULL,NULL,"W 30TH ST","FIGUEROA ST","0101000020E61000006F1283C0CA915DC097900F7A36034140",90007,"university-park","224700",773,"-118.278","34.0251","assault with a deadly weapon"
"170808700","2017-04-13 00:00:00","2017-04-08 00:00:00","1830",NULL,"West LA",857,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0416 0421 0903 0913 1216",38,"M","B",203,"OTHER BUSINESS",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO ","Adult Other",930,946,NULL,NULL,"9100 W PICO BL",NULL,"0101000020E6100000772D211FF4985DC002BC051214074140",90035,"pico-robertson","217001",61,"-118.3899","34.0553","threats"
"171909533","2017-04-08 00:00:00","2017-04-08 00:00:00","0900",NULL,"Mission",1959,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1202 0903 0319 1309",64,"M","H",102,"SIDEWALK",307,"VEHICLE","AO ","Adult Other",230,NULL,NULL,NULL,"10000 ARLETA AV",NULL,"0101000020E61000000E2DB29DEF9B5DC0C74B378941204140",91331,"arleta","119002",6,"-118.4365","34.252","assault with a deadly weapon"
"171800723","2017-04-05 00:00:00","2017-04-05 00:00:00","1810",NULL,"Southeast",1806,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0903 0319 1281 1822 0202 1313 0334 0416 0445",26,"M","B",102,"SIDEWALK",102,"HAND GUN","IC ","Invest Cont",230,946,NULL,NULL,"900 E 92ND ST",NULL,"0101000020E6100000B8AF03E78C905DC0E02D90A0F8F94040",90002,"green-meadows","240020",87,"-118.2586","33.9529","assault with a deadly weapon"
"170609558","2017-04-05 00:00:00","2017-04-04 00:00:00","1010",NULL,"Hollywood",636,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0421 1906 0903",48,"F","O",710,"OTHER PREMISE",NULL,NULL,"IC ","Invest Cont",930,NULL,NULL,NULL,"6300 YUCCA ST",NULL,"0101000020E61000009BE61DA7E8945DC093A98251490D4140",90028,"hollywood","190201",30,"-118.3267","34.1038","threats"
"171108404","2017-04-02 00:00:00","2017-04-02 00:00:00","1230",NULL,"Northeast",1127,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0311 0903 0329",33,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NULL,NULL,"IC ","Invest Cont",745,946,NULL,NULL,"5700 FAYETTE ST",NULL,"0101000020E6100000AAF1D24D628C5DC02C6519E2580F4140",90042,"highland-park","183220",41,"-118.1935","34.1199","vandalism"
"170311234","2017-04-03 00:00:00","2017-04-02 00:00:00","0050",NULL,"Southwest",305,624,"BATTERY - SIMPLE ASSAULT","0903 0416 0342 0319 0408",27,"M","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"4700 W ADAMS BL",NULL,"0101000020E61000006EA301BC05965DC0A3923A014D044140",90016,"west-adams","219700",75,"-118.3441","34.0336","assorted assault"
"170808259","2017-04-03 00:00:00","2017-04-01 00:00:00","1500",NULL,"West LA",811,310,"BURGLARY","0903 0329 0311 1402 1607 1907",0,"X","X",704,"ELEMENTARY SCHOOL",NULL,NULL,"IC ","Invest Cont",310,998,NULL,NULL,"16800 MARQUEZ AV",NULL,"0101000020E6100000AC8BDB6800A35DC0A089B0E1E9054140",90272,"pacific-palisades","262604",NULL,"-118.5469","34.0462","burglary"
"171008167","2017-03-31 00:00:00","2017-03-31 00:00:00","1700",NULL,"West Valley",1079,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0421 0903 1019 1000 0202 0342 0319",31,"M","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,"VERBAL THREAT","IC ","Invest Cont",930,NULL,NULL,NULL,"15500 MOORPARK ST",NULL,"0101000020E6100000431CEBE2369E5DC08716D9CEF7134140",91436,"encino","141400",18,"-118.4721","34.156","threats"
"171708784","2017-03-31 00:00:00","2017-03-31 00:00:00","2230",NULL,"Devonshire",1716,624,"BATTERY - SIMPLE ASSAULT","0903 1402 0447 0444 0921",46,"M","B",301,"GAS STATION",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA ","Adult Arrest",624,998,NULL,NULL,"17000 RINALDI ST",NULL,"0101000020E61000009CC420B072A05DC0DBF97E6ABC244140",91344,"granada-hills","106642",4,"-118.507","34.287","assorted assault"
"171008061","2017-03-29 00:00:00","2017-03-29 00:00:00","1740",NULL,"West Valley",1078,624,"BATTERY - SIMPLE ASSAULT","0400 0416 0446 1420 0319 0903",31,"M","H",104,"DRIVEWAY",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO ","Adult Other",624,NULL,NULL,NULL,"5000 RUBIO AV",NULL,"0101000020E6100000CFF753E3A59F5DC04D840D4FAF144140",91436,"encino","139701",18,"-118.4945","34.1616","assorted assault"
"171008080","2017-03-24 00:00:00","2017-03-24 00:00:00","1640",NULL,"West Valley",1061,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","2004 1414 1420 0359 0903 0421",46,"M","W",301,"GAS STATION",NULL,NULL,"AA ","Adult Arrest",930,NULL,NULL,NULL,"19700 VENTURA BL",NULL,"0101000020E6100000EB73B515FBA35DC012A5BDC117164140",91356,"tarzana","137501",16,"-118.5622","34.1726","threats"
"172000622","2017-03-23 00:00:00","2017-03-23 00:00:00","0155",NULL,"Olympic",2038,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0344 0400 0432 0443 0446 1000 1020 1222 0903",53,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO ","Adult Other",930,NULL,NULL,NULL,"WILSHIRE BL","VERMONT AV","0101000020E6100000DFE00B93A9925DC04772F90FE9074140",90010,"koreatown","211120",55,"-118.2916","34.0618","threats"
"171508792","2017-03-22 00:00:00","2017-03-22 00:00:00","0032",NULL,"N Hollywood",1526,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0421 0447 0903",36,"M","O",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","AO ","Adult Other",930,NULL,NULL,NULL,"6300 LANKERSHIM BL",NULL,"0101000020E61000003F575BB1BF985DC0E4839ECDAA174140",91606,"north-hollywood","124104",24,"-118.3867","34.1849","threats"
"170707769","2017-03-28 00:00:00","2017-03-22 00:00:00","2045",NULL,"Wilshire",706,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0903 1907 1906 1913 1501",44,"M","O",708,"CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE)",NULL,NULL,"IC ","Invest Cont",930,NULL,NULL,NULL,"600 N LA BREA AV",NULL,"0101000020E61000006EA301BC05965DC06DC5FEB27B0A4140",90036,"hancock-park","192001",58,"-118.3441","34.0819","threats"
"172108218","2017-03-22 00:00:00","2017-03-22 00:00:00","1145",NULL,"Topanga",2136,946,"OTHER MISCELLANEOUS CRIME","0903 0416 0429",38,"F","W",203,"OTHER BUSINESS",NULL,NULL,"IC ","Invest Cont",946,NULL,NULL,NULL,"21300 SHERMAN WY",NULL,"0101000020E61000003C4ED1915CA65DC0E0BE0E9C331A4140",91303,"canoga-park","134522",13,"-118.5994","34.2047","miscellaneous crimes"
"170207908","2017-03-19 00:00:00","2017-03-19 00:00:00","0400",NULL,"Rampart",201,820,"ORAL COPULATION","0432 0903 2006 0416 0418 0342 0319 0448 0355 0444",27,"M","H",101,"STREET",200,"KNIFE WITH BLADE 6INCHES OR LESS","IC ","Invest Cont",820,NULL,NULL,NULL,"1000 N NORMANDIE AV",NULL,"0101000020E6100000AC1C5A643B935DC07A36AB3E570B4140",90029,"east-hollywood","191620",34,"-118.3005","34.0886","lewd conduct"
"172108105","2017-03-19 00:00:00","2017-03-19 00:00:00","1444",NULL,"Topanga",2146,624,"BATTERY - SIMPLE ASSAULT","1822 0903 1402 2004 0444 0416",53,"M","H",101,"STREET",301,"BELT FLAILING INSTRUMENT/CHAIN","AA ","Adult Arrest",624,946,998,NULL,"VARIEL","SHERMAN WY","0101000020E61000006744696FF0A55DC0E09C11A5BD194140",91303,"canoga-park","134001",13,"-118.5928","34.2011","assorted assault"
"172100646","2017-03-20 00:00:00","2017-03-17 00:00:00","0800",NULL,"Topanga",2114,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0311 0903",40,"F","W",720,"JUNIOR HIGH SCHOOL",NULL,NULL,"IC ","Invest Cont",740,NULL,NULL,NULL,"22200 ELKWOOD ST",NULL,"0101000020E61000009E5E29CB10A75DC05E4BC8073D1B4140",91304,"canoga-park","134304",13,"-118.6104","34.2128","vandalism"
"170110567","2017-03-14 00:00:00","2017-03-14 00:00:00","2258",NULL,"Central",181,624,"BATTERY - SIMPLE ASSAULT","0416 0903",29,"M","A",727,"SHOPPING MALL (COMMON AREA)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"12TH ST","FIGUEROA","0101000020E61000009A779CA223915DC0764F1E166A054140",90015,"downtown","207710",52,"-118.2678","34.0423","assorted assault"
"170108776","2017-03-15 00:00:00","2017-03-14 00:00:00","2258",NULL,"Central",181,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0903 0416",25,"M","W",727,"SHOPPING MALL (COMMON AREA)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",230,NULL,NULL,NULL,"12TH ST","FIGUEROA","0101000020E61000009A779CA223915DC0764F1E166A054140",90015,"downtown","207710",52,"-118.2678","34.0423","assault with a deadly weapon"
"171107353","2017-03-12 00:00:00","2017-03-11 00:00:00","2200",NULL,"Northeast",1183,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0903",0,"F","W",141,"CEMETARY*",NULL,NULL,"IC ","Invest Cont",740,NULL,NULL,NULL,"1700 GLENDALE BL",NULL,"0101000020E6100000BF0E9C33A2905DC097FF907EFB0A4140",90026,"echo-park","197420",44,"-118.2599","34.0858","vandalism"
"171007260","2017-03-13 00:00:00","2017-03-11 00:00:00","1400",NULL,"West Valley",1037,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0903 0311 0319",0,"M","O",721,"HIGH SCHOOL",NULL,NULL,"IC ","Invest Cont",740,NULL,NULL,NULL,"17100 VANOWEN ST",NULL,"0101000020E61000003108AC1C5AA05DC0E25817B7D1184140",91406,"lake-balboa","132002",19,"-118.5055","34.1939","vandalism"
"171707791","2017-03-13 00:00:00","2017-03-11 00:00:00","1300",NULL,"Devonshire",1767,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0903 0329 1202 0216 0332 1210",68,"M","O",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","IC ","Invest Cont",745,946,NULL,NULL,"SUPERIOR ST","NESTLE AV","0101000020E61000007DD0B359F5A15DC001DE02098A1F4140",91325,"northridge","115201",120,"-118.5306","34.2464","vandalism"
"172000598","2017-03-11 00:00:00","2017-03-10 00:00:00","1955",NULL,"Olympic",2056,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1402 0416 0406 0445 0368 0429 0903",24,"F","O",727,"SHOPPING MALL (COMMON AREA)",311,"HAMMER","AA ","Adult Arrest",230,946,998,NULL,"1000 S VERMONT AV",NULL,"0101000020E610000074B515FBCB925DC0E6AE25E483064140",90006,"pico-union","213320",76,"-118.2937","34.0509","assault with a deadly weapon"
"170608360","2017-03-10 00:00:00","2017-03-10 00:00:00","1030",NULL,"Hollywood",645,661,"UNAUTHORIZED COMPUTER ACCESS","1912 0903",24,"F","B",702,"OFFICE BUILDING/OFFICE",NULL,NULL,"IC ","Invest Cont",661,NULL,NULL,NULL,"6800 HOLLYWOOD BL",NULL,"0101000020E6100000EFC9C342AD955DC005A3923A010D4140",90028,"hollywood","190100",29,"-118.3387","34.1016","cybercrime"
"172007489","2017-03-10 00:00:00","2017-03-09 00:00:00","2300",NULL,"Olympic",2029,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0903 0329",22,"M","O",108,"PARKING LOT",NULL,NULL,"IC ","Invest Cont",740,946,NULL,NULL,"400 S VIRGIL AV",NULL,"0101000020E61000009FABADD85F925DC0545227A089084140",90020,"westlake","211120",53,"-118.2871","34.0667","vandalism"
"170807150","2017-03-10 00:00:00","2017-03-09 00:00:00","1730",NULL,"West LA",836,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 0311 0903",99,"X","X",203,"OTHER BUSINESS",NULL,NULL,"AO ","Adult Other",745,NULL,NULL,NULL,"1800 FAIRBURN AV",NULL,"0101000020E61000008FC2F5285C9B5DC010E9B7AF03074140",90025,"west-los-angeles","267100",62,"-118.4275","34.0548","vandalism"
"172107968","2017-03-16 00:00:00","2017-03-09 00:00:00","1200",NULL,"Topanga",2156,946,"OTHER MISCELLANEOUS CRIME","1402 0903",35,"M","B",727,"SHOPPING MALL (COMMON AREA)",NULL,NULL,"IC ","Invest Cont",946,998,NULL,NULL,"6600 TOPANGA CANYON BL",NULL,"0101000020E61000005F29CB10C7A65DC0AAF1D24D62184140",91303,"canoga-park","135111",16,"-118.6059","34.1905","miscellaneous crimes"
"170806920","2017-03-05 00:00:00","2017-03-04 00:00:00","1330",NULL,"West LA",855,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0903 0329 0311",55,"F","W",707,"GARAGE/CARPORT",NULL,NULL,"IC ","Invest Cont",740,946,NULL,NULL,"1700 GLENDON AV",NULL,"0101000020E6100000158C4AEA049C5DC0F46C567DAE064140",90024,"westwood","265520",63,"-118.4378","34.0522","vandalism"
"170806857","2017-03-04 00:00:00","2017-03-03 00:00:00","2100",NULL,"West LA",847,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","1822 0329 0311 1907 0903",0,"X","X",203,"OTHER BUSINESS",NULL,NULL,"IC ","Invest Cont",745,NULL,NULL,NULL,"10200 W PICO BL",NULL,"0101000020E6100000A52C431CEB9A5DC0E78C28ED0D064140",90064,"west-los-angeles","267902",62,"-118.4206","34.0473","vandalism"
"170806853","2017-03-04 00:00:00","2017-03-03 00:00:00","1830",NULL,"West LA",858,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0903 1822 0329 0311",0,"X","X",602,"BANK",NULL,NULL,"IC ","Invest Cont",740,NULL,NULL,NULL,"8900 W PICO BL",NULL,"0101000020E61000004D840D4FAF985DC09E5E29CB10074140",90035,"pico-robertson","217001",61,"-118.3857","34.0552","vandalism"
"170806921","2017-03-05 00:00:00","2017-03-03 00:00:00","1530",NULL,"West LA",887,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","1202 0903 0311 0329",61,"M","O",203,"OTHER BUSINESS",NULL,NULL,"IC ","Invest Cont",745,946,NULL,NULL,"2200 DUXBURY CI",NULL,"0101000020E610000093A9825149995DC0E86A2BF697054140",90034,"beverlywood","269500",61,"-118.3951","34.0437","vandalism"
"171006806","2017-03-03 00:00:00","2017-03-03 00:00:00","1645",NULL,"West Valley",1077,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0319 0329 1414 1202 0903",89,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NULL,NULL,"IC ","Invest Cont",745,999,NULL,NULL,"4900 LOUISE AV",NULL,"0101000020E61000000DE02D90A0A05DC007F0164850144140",91316,"encino","139600",18,"-118.5098","34.1587","vandalism"
"172108440","2017-03-27 00:00:00","2017-03-03 00:00:00","0800",NULL,"Topanga",2162,624,"BATTERY - SIMPLE ASSAULT","0416 1258 0903",11,"M","O",720,"JUNIOR HIGH SCHOOL",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"22800 CALIFA ST",NULL,"0101000020E610000032E6AE25E4A75DC0BB270F0BB5164140",91367,"woodland-hills","137301",16,"-118.6233","34.1774","assorted assault"
"170706677","2017-03-03 00:00:00","2017-03-03 00:00:00","0001",NULL,"Wilshire",736,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 0903 1414",41,"F","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NULL,NULL,"IC ","Invest Cont",745,NULL,NULL,NULL,"300 S DETROIT ST",NULL,"0101000020E610000060764F1E16965DC0E25817B7D1084140",90036,"mid-wilshire","214000",58,"-118.3451","34.0689","vandalism"
"170108716","2017-03-03 00:00:00","2017-03-03 00:00:00","1100",NULL,"Central",111,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 0311 0903",16,"M","H",721,"HIGH SCHOOL",NULL,NULL,"AA ","Adult Arrest",745,946,NULL,NULL,"400 N GRAND AV",NULL,"0101000020E6100000AB3E575BB18F5DC0F2B0506B9A074140",90012,"downtown","207101",46,"-118.2452","34.0594","vandalism"
"170706501","2017-02-27 00:00:00","2017-02-27 00:00:00","1636",NULL,"Wilshire",743,755,"BOMB SCARE","0404 0903",0,"M","O",710,"OTHER PREMISE",511,"VERBAL THREAT","AO ","Adult Other",755,NULL,NULL,NULL,"5800 W OLYMPIC BL",NULL,"0101000020E61000005F29CB10C7965DC08FC2F5285C074140",90036,"mid-wilshire","216300",58,"-118.3559","34.0575","threats"
"170307645","2017-02-25 00:00:00","2017-02-25 00:00:00","1130",NULL,"Southwest",362,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0311 0329 0903 0906 0371",62,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NULL,NULL,"IC ","Invest Cont",745,946,NULL,NULL,"4800 MARTIN LUTHER KING JR BL",NULL,"0101000020E6100000D8F0F44A59965DC0FB3A70CE88024140",90016,"baldwin-hillscrenshaw","236203",79,"-118.3492","34.0198","vandalism"
"171407120","2017-02-26 00:00:00","2017-02-25 00:00:00","2100",NULL,"Pacific",1428,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 0903",26,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NULL,NULL,"IC ","Invest Cont",745,NULL,NULL,NULL,"3200 OVERLAND AV",NULL,"0101000020E61000005F29CB10C79A5DC008AC1C5A64034140",90034,"palms","271701",67,"-118.4184","34.0265","vandalism"
"171507291","2017-02-24 00:00:00","2017-02-24 00:00:00","0500",NULL,"N Hollywood",1557,210,"ROBBERY","0903 0216 1309 0342 1022 0344 0416 1239",22,"F","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",210,NULL,NULL,NULL,"SARAH","CAHUENGA","0101000020E61000006C09F9A067975DC0BF7D1D3867144140",91601,"north-hollywood","125502",24,"-118.3657","34.1594","robbery"
"171307331","2017-02-25 00:00:00","2017-02-24 00:00:00","1930",NULL,"Newton",1325,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 0903 0311",35,"M","H",122,"VEHICLE, PASSENGER/TRUCK",NULL,NULL,"IC ","Invest Cont",745,946,NULL,NULL,"1100 E 29TH ST",NULL,"0101000020E61000000E4FAF9465905DC00B46257502024140",90011,"historic-south-central","226700",78,"-118.2562","34.0157","vandalism"
"170706651","2017-03-02 00:00:00","2017-02-23 00:00:00","0730",NULL,"Wilshire",732,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0903 0421 1501",33,"F","W",501,"SINGLE FAMILY DWELLING",511,"VERBAL THREAT","IC ","Invest Cont",930,NULL,NULL,NULL,"6400 W 6TH ST",NULL,"0101000020E6100000B30C71AC8B975DC00E4FAF9465084140",90048,"beverly-grove","214700",58,"-118.3679","34.0656","threats"
"171606120","2017-02-22 00:00:00","2017-02-21 00:00:00","1800",NULL,"Foothill",1657,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0903 0311",35,"F","W",704,"ELEMENTARY SCHOOL",500,"UNKNOWN WEAPON/OTHER WEAPON","IC ","Invest Cont",740,946,NULL,NULL,"7300 APPERSON ST",NULL,"0101000020E610000066F7E461A1925DC054E3A59BC4204140",91042,"tujunga","101110",10,"-118.2911","34.256","vandalism"
"172100619","2017-02-21 00:00:00","2017-02-21 00:00:00","1300",NULL,"Topanga",2189,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0903",48,"M","B",108,"PARKING LOT",NULL,NULL,"AA ","Adult Arrest",930,NULL,NULL,NULL,"5500 QUAKERTOWN AV",NULL,"0101000020E6100000B1506B9A77A45DC04B598638D6154140",91364,"woodland-hills","137501",16,"-118.5698","34.1706","threats"
"171606046","2017-02-20 00:00:00","2017-02-18 00:00:00","1250",NULL,"Foothill",1698,956,"LETTERS, LEWD - TELEPHONE CALLS, LEWD","0903 1822",55,"M","W",731,"MOSQUE*",511,"VERBAL THREAT","IC ","Invest Cont",956,NULL,NULL,NULL,"7800 SAN FERNANDO RD",NULL,"0101000020E610000034A2B437F8965DC0091B9E5E291B4140",91352,"sun-valley","122200",8,"-118.3589","34.2122","lewd conduct"
"171006208","2017-02-17 00:00:00","2017-02-17 00:00:00","0100",NULL,"West Valley",1028,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0903 0329 1402 1405",40,"M","A",122,"VEHICLE, PASSENGER/TRUCK",NULL,NULL,"IC ","Invest Cont",740,998,NULL,NULL,"7000 BALBOA BL",NULL,"0101000020E610000016FBCBEEC99F5DC0E25817B7D1184140",91406,"lake-balboa","132102",19,"-118.4967","34.1939","vandalism"
"170806397","2017-02-22 00:00:00","2017-02-17 00:00:00","1400",NULL,"West LA",842,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 0903",59,"M","O",501,"SINGLE FAMILY DWELLING",NULL,NULL,"IC ","Invest Cont",745,946,NULL,NULL,"11700 WILSHIRE BL",NULL,"0101000020E61000007DAEB6627F9D5DC07593180456064140",90025,"brentwood","264301",66,"-118.4609","34.0495","vandalism"
"170406032","2017-02-16 00:00:00","2017-02-16 00:00:00","0800",NULL,"Hollenbeck",427,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0903 0311",0,"M","W",720,"JUNIOR HIGH SCHOOL",NULL,NULL,"AA ","Adult Arrest",740,NULL,NULL,NULL,"2800 N EASTERN AV",NULL,"0101000020E6100000401361C3D38B5DC0D1915CFE430A4140",90032,"el-sereno","201401",48,"-118.1848","34.0802","vandalism"
"170405989","2017-02-14 00:00:00","2017-02-13 00:00:00","1630",NULL,"Hollenbeck",427,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0903 0329 0311",0,"X","X",720,"JUNIOR HIGH SCHOOL",NULL,NULL,"AA ","Adult Arrest",745,NULL,NULL,NULL,"2800 N EASTERN AV",NULL,"0101000020E6100000401361C3D38B5DC0D1915CFE430A4140",90032,"el-sereno","201401",48,"-118.1848","34.0802","vandalism"
"171806368","2017-02-12 00:00:00","2017-02-12 00:00:00","1800",NULL,"Southeast",1804,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","1822 0903 0445 0416",22,"M","H",101,"STREET",305,"FIXED OBJECT","AA ","Adult Arrest",930,946,NULL,NULL,"88TH PL","WADSWORTH AV","0101000020E6100000B8AF03E78C905DC0DF4F8D976EFA4040",90002,"green-meadows","240020",87,"-118.2586","33.9565","threats"
"172100604","2017-02-12 00:00:00","2017-02-11 00:00:00","2230",NULL,"Topanga",2107,624,"BATTERY - SIMPLE ASSAULT","1206 0342 0416 0903",30,"F","H",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"20900 ROSCOE BL",NULL,"0101000020E61000002EFF21FDF6A55DC094F6065F981C4140",91304,"canoga-park","113234",13,"-118.5932","34.2234","assorted assault"
"170100598","2017-02-09 00:00:00","2017-02-09 00:00:00","0700",NULL,"Central",111,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0903 0329",0,"F","O",721,"HIGH SCHOOL",NULL,NULL,"IC ","Invest Cont",745,NULL,NULL,NULL,"400 N GRAND AV",NULL,"0101000020E6100000AB3E575BB18F5DC0F2B0506B9A074140",90012,"downtown","207101",46,"-118.2452","34.0594","vandalism"
"170606242","2017-02-10 00:00:00","2017-02-09 00:00:00","2200",NULL,"Hollywood",663,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0903",0,"X","X",203,"OTHER BUSINESS",NULL,NULL,"AA ","Adult Arrest",740,NULL,NULL,NULL,"1100 N MC CADDEN PL",NULL,"0101000020E6100000E86A2BF697955DC0A4DFBE0E9C0B4140",90038,"hollywood","191901",32,"-118.3374","34.0907","vandalism"
"172005871","2017-02-06 00:00:00","2017-02-06 00:00:00","1650",NULL,"Olympic",2071,761,"BRANDISH WEAPON","0903 0334 0432 2004 0443",30,"M","H",210,"RESTAURANT/FAST FOOD",511,"VERBAL THREAT","AA ","Adult Arrest",761,930,NULL,NULL,"1500 S WESTERN AV",NULL,"0101000020E610000040A4DFBE0E945DC0849ECDAACF054140",90019,"arlington-heights","221304",74,"-118.3134","34.0454","threats"
"170205807","2017-02-07 00:00:00","2017-02-06 00:00:00","1745",NULL,"Rampart",265,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0903 0329 1222 0421 0319 0906 0432",23,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,"UNKNOWN WEAPON/OTHER WEAPON","IC ","Invest Cont",745,NULL,NULL,NULL,"700 S WESTLAKE AV",NULL,"0101000020E6100000C4B12E6EA3915DC057EC2FBB27074140",90057,"westlake","209402",121,"-118.2756","34.0559","vandalism"
